,run,epoch,loss,accuracy,epoch duration,run duration,lr,batch_size,shuffle
59,7,2,0.7605895469586055,0.7143166666666667,13.85001516342163,28.573084115982056,0.001,1000,True
60,7,3,0.6480536917845409,0.75415,13.84063720703125,42.509405851364136,0.001,1000,True
61,7,3,0.6480536917845409,0.75415,13.84063720703125,42.509405851364136,0.001,1000,True
62,7,3,0.6480536917845409,0.75415,13.84063720703125,42.509405851364136,0.001,1000,True
63,8,1,1.469725090265274,0.5147833333333334,13.669273138046265,14.397692203521729,0.001,1000,False
64,8,1,1.469725090265274,0.5147833333333334,13.669273138046265,14.397692203521729,0.001,1000,False
65,8,1,1.469725090265274,0.5147833333333334,13.669273138046265,14.397692203521729,0.001,1000,False
66,8,2,0.7808604309956233,0.7024166666666667,13.610181093215942,28.086889028549194,0.001,1000,False
67,8,2,0.7808604309956233,0.7024166666666667,13.610181093215942,28.086889028549194,0.001,1000,False
68,8,2,0.7808604309956233,0.7024166666666667,13.610181093215942,28.086889028549194,0.001,1000,False
69,8,3,0.6942598591248195,0.7325666666666667,13.597494125366211,41.762474060058594,0.001,1000,False
70,8,3,0.6942598591248195,0.7325666666666667,13.597494125366211,41.762474060058594,0.001,1000,False
71,8,3,0.6942598591248195,0.7325666666666667,13.597494125366211,41.762474060058594,0.001,1000,False
